Ticker            , Description                                                                     , Dernier        , Variation % , Variation     , Haut           , Bas            , Volume           , Évaluation , Marché
ADXBTC            , AdEx / Bitcoin                                                                  , 0.00001445     , 2.55500355  , 3.6e-7        , 0.00001445     , 0.00001445     , 8.95             , Fort achat , HUOBI
ADXBTC            , AdEx / Bitcoin                                                                  , 0.00001415     , 0.99928622  , 1.4e-7        , 0.00001415     , 0.00001415     , 780.26815279     , Fort achat , BITTREX
ADXETH            , AdEx / Ethereum                                                                 , 0.00036524     , -0.45515249 , -0.00000167   , 0.00036524     , 0.00036523     , 61.9894789       , Acheter    , BITTREX
ADXETH            , AdEx / Ethereum                                                                 , 0.0003888      , 0.18036589  , 7e-7          , 0.0003888      , 0.0003888      , 500              , Acheter    , BINANCE
ADXNBTC           , AdEx new / Bitcoin                                                              , 0.00001044     , -20.33574971, -0.00000267   , 0.00001044     , 0.00001044     , 48.8             , Vendre     , HITBTC
ADXNETH           , AdEx new / Ethereum                                                             , 0.00036231     , -0.01379843 , -5e-8         , 0.00036231     , 0.00036231     , 2                , Fort achat , HITBTC
ADXNUSD           , AdEx new / US Dollar (calculated by TradingView)                                , 0.54549        , -0.01033386 , -0.00005638   , 0.54596521     , 0.54549        , 49.89495569      , Vendre     , HITBTC
ADXNUSDT          , AdEx new / Tether                                                               , 0.535789       , -4.73083865 , -0.026606     , 0.562395       , 0.535789       , 6.3              , Acheter    , HITBTC
ADXUSD            , AdEx / US Dollar (calculated by TradingView)                                    , 0.7393375      , -0.01033386 , -0.00007641   , 0.73991072     , 0.7393375      , 781.36310848     , Acheter    , BITTREX
ADXUSD            , AdEx / US Dollar (calculated by TradingView)                                    , 0.7393375      , -0.01033386 , -0.00007641   , 0.73991072     , 0.7393375      , 107.09495569     , Acheter    , BINANCE
AEBTC             , Aeternity / Bitcoin                                                             , 0.00000397     , -0.25125628 , -1e-8         , 0.00000397     , 0.00000397     , 0.1              , Forte vente, HITBTC
AEBTC             , Aeternity / Bitcoin                                                             , 0.00000398     , 0.25188917  , 1e-8          , 0.00000398     , 0.00000398     , 1242.64          , Vendre     , HUOBI
AEETH             , Aeternity / Ethereum                                                            , 0.000109       , 0           , 0             , 0.000109       , 0.000109       , 291.1077         , Vendre     , HUOBI
AEKRW             , AE / South Korean Won                                                           , 224.2          , 0           , 0             , 224.2          , 224.2          , 143.0095         , Acheter    , BITHUMB
AEONBTC           , Aeon / Bitcoin                                                                  , 0.00001299     , -3.70644922 , -5e-7         , 0.00001301     , 0.00001299     , 55.47628277      , Acheter    , BITTREX
AEONBTC           , Aeon / Bitcoin                                                                  , 0.00001185     , -4.44498225 , -5.5e-7       , 0.00001224     , 0.00001185     , 5.3              , Acheter    , HITBTC
AEONUSD           , Aeon / US Dollar (calculated by TradingView)                                    , 0.61890125     , -0.01033386 , -0.00006396   , 0.64003584     , 0.61890125     , 6.39495569       , Vendre     , HITBTC
AEONUSD           , Aeon / US Dollar (calculated by TradingView)                                    , 0.6787275      , -0.16404588 , -0.00111525   , 0.68029954     , 0.6787275      , 56.57123846      , Neutre     , BITTREX
AERGOBTC          , Aergo / Bitcoin                                                                 , 0.00000208     , 0           , 0             , 0.00000208     , 0.00000208     , 0.00091838       , Acheter    , KUCOIN
AERGOBTC          , Aergo / Bitcoin                                                                 , 0.0000018      , -24.12541672, -5.7e-7       , 0.0000018      , 0.0000018      , 1000             , Acheter    , HITBTC
AERGOBTC          , AERGO / Bitcoin                                                                 , 0.00000214     , 0           , 0             , 0.00000214     , 0.00000214     , 2024             , Acheter    , BINANCE
AERGOBUSD         , AERGO / BUSD                                                                    , 0.11121        , -0.69649076 , -0.00078      , 0.11121        , 0.11121        , 1500             , Acheter    , BINANCE
AERGOETH          , Aergo / Ethereum                                                                , 0.0000541      , -5.74912892 , -0.0000033    , 0.0000574      , 0.0000541      , 0.00032654       , Neutre     , KUCOIN
AERGOUSD          , AERGO / US Dollar (calculated by TradingView)                                   , 0.111815       , -0.02766698 , -0.00003094   , 0.11190169     , 0.111815       , 2025.09495569    , Acheter    , BINANCE
AERGOUSD          , Aergo / US Dollar (calculated by TradingView)                                   , 0.0939455      , -0.01033386 , -0.00000971   , 0.0940654      , 0.0939455      , 1001.09495569    , Vendre     , HITBTC
AEUSD             , Aeternity / US Dollar (calculated by TradingView)                               , 0.2074325      , -0.01033386 , -0.00002144   , 0.20759332     , 0.2074325      , 1.19495569       , Vendre     , HITBTC
AEUSDT            , Aeternity / Tether USD                                                          , 0.2073         , 0           , 0             , 0.2076         , 0.2073         , 631.63           , Vendre     , HUOBI
AGIBTC            , SingularityNET / Bitcoin                                                        , 0.00000382     , 0           , 0             , 0.00000382     , 0.00000382     , 1000             , Fort achat , BINANCE
AGIBTC            , SingularityNET / Bitcoin                                                        , 0.00000376     , 0.16236791  , 1e-8          , 0.00000376     , 0.00000376     , 2456             , Vendre     , HITBTC
AGIBTC            , SingularityNET / Bitcoin                                                        , 0.00000379     , -0.52493438 , -2e-8         , 0.00000381     , 0.00000379     , 0.00453914       , Forte vente, KUCOIN
AGIETH            , SingularityNET / Ethereum                                                       , 0.0001045      , 0           , 0             , 0.0001045      , 0.0001045      , 0.00074004       , Vendre     , KUCOIN
AGIUSD            , SingularityNET / US Dollar (calculated by TradingView)                          , 0.19661675     , -0.01033386 , -0.00002032   , 0.19676919     , 0.19629803     , 2457.09495569    , Vendre     , HITBTC
AGIUSD            , SingularityNET / US Dollar (calculated by TradingView)                          , 0.199595       , -0.01033386 , -0.00002063   , 0.19974975     , 0.199595       , 1001.09495569    , Acheter    , BINANCE
